id,plotRowNum,plotColumnNum,testName,entryNo,strain,plotRows,repNum,block
plot623,34,38,2HYldAD,9,SB1923438,2,1,6
plot624,38,38,2HYldAD,10,SB1923838,2,1,6
plot625,35,37,2HYldAD,11,SB1923537,2,1,6
plot626,34,33,2HYldAD,12,SB1923433,2,1,6
plot627,35,35,2HYldAD,13,SB1923535,2,1,6
plot628,36,37,2HYldAD,14,SB1923637,2,1,6
plot629,1,11,Border,157,B1000,2,0,2
plot630,2,11,Border,158,B1000,2,0,2
plot631,38,36,2HYldAD,15,SB1923836,2,1,6
plot632,33,35,2HYldAD,16,SB1923335,2,1,6
plot633,5,11,2HYldF,3,SBCH15535,2,1,2
plot634,35,33,2HYldAD,17,SB1923533,2,1,6
plot635,33,36,2HYldAD,18,SB1923336,2,1,6
plot636,34,37,2HYldAD,19,SB1923437,2,1,6
plot637,1,12,Border,159,B1000,2,0,2
plot638,2,12,Border,160,B1000,2,0,2
plot639,33,37,2HYldAD,20,SB1923337,2,1,6
plot640,35,36,2HYldAD,21,SB1923536,2,1,6
plot641,35,34,2HYldAD,22,SB1923534,2,1,6
plot642,38,34,2HYldAD,23,SB1923834,2,1,6
plot643,36,33,2HYldAD,24,SB1923633,2,1,6
plot644,37,35,2HYldAD,25,SB1923735,2,1,6
plot645,1,13,Border,161,B1000,2,0,2
plot646,2,13,Border,162,B1000,2,0,2
plot647,33,38,2HYldAD,26,SB1923338,2,1,6
plot648,37,33,2HYldAD,27,SB1923733,2,1,6
plot649,34,34,2HYldAD,28,SB1923434,2,1,6
plot650,35,38,2HYldAD,29,SB1923538,2,1,6
plot651,38,33,2HYldAD,30,SB1923833,2,1,6
plot652,8,13,2HYldF,2,SBCH15423,2,1,2
plot653,1,14,Border,163,B1000,2,0,2
plot654,2,14,Border,164,B1000,2,0,2
plot655,34,36,2HYldAD,31,SB1923436,2,1,6
plot656,36,38,2HYldAD,32,SB1923638,2,1,6
plot657,36,34,2HYldAD,33,SB1923634,2,1,6
plot658,34,35,2HYldAD,34,SB1923435,2,1,6
plot659,38,35,2HYldAD,35,SB1923835,2,1,6
plot660,37,37,2HYldAD,36,SB1923737,2,1,6
plot661,9,9,2HYldQ,5,SB1921016,2,2,2
plot662,10,9,2HYldQ,15,SB1921220,2,2,2
plot663,11,9,2HYldQ,28,SB1921017,2,2,2
plot664,12,9,2HYldQ,35,SB1921120,2,2,2
plot665,13,9,2HYldQ,14,SB1921320,2,2,2
plot666,14,9,2HYldQ,23,SB1921117,2,2,2
plot667,9,10,2HYldQ,9,SB1921217,2,2,2
plot668,10,10,2HYldQ,22,SB1921215,2,2,2
plot669,11,10,2HYldQ,36,SB1921219,2,2,2
plot670,12,10,2HYldQ,4,SB1921415,2,2,2
plot671,13,10,2HYldQ,17,SB1921319,2,2,2
plot672,14,10,2HYldQ,18,SB192918,2,2,2
plot673,9,11,2HYldQ,24,SB1921218,2,2,2
plot674,10,11,2HYldQ,3,SBCH15535,2,2,2
plot675,11,11,2HYldQ,32,SB192916,2,2,2
plot676,12,11,2HYldQ,20,SB1921419,2,2,2
plot677,13,11,2HYldQ,6,SB1921416,2,2,2
plot678,14,11,2HYldQ,19,SB1921316,2,2,2
plot679,9,12,2HYldQ,26,SB192920,2,2,2
plot680,10,12,2HYldQ,8,SB1921115,2,2,2
plot681,11,12,2HYldQ,2,SBCH15423,2,2,2
plot682,12,12,2HYldQ,30,SB1921119,2,2,2
plot683,13,12,2HYldQ,11,SB192917,2,2,2
plot684,14,12,2HYldQ,27,SB1921020,2,2,2
plot685,9,13,2HYldQ,1,SBCH15815,2,2,2
plot686,10,13,2HYldQ,25,SB1921315,2,2,2
plot687,11,13,2HYldQ,21,SB1921019,2,2,2
plot688,12,13,2HYldQ,29,SB1921116,2,2,2
plot689,13,13,2HYldQ,31,SB1921417,2,2,2
plot690,14,13,2HYldQ,10,SB1921418,2,2,2
plot691,9,14,2HYldQ,13,SB1921118,2,2,2
plot692,10,14,2HYldQ,16,SB1921018,2,2,2
plot693,11,14,2HYldQ,34,SB192915,2,2,2
plot694,12,14,2HYldQ,33,SB1921318,2,2,2
plot695,13,14,2HYldQ,12,SB1921317,2,2,2
plot696,14,14,2HYldQ,7,SB1921015,2,2,2
plot697,3,23,2HYldB,4,SB192323,2,1,4
plot698,6,23,2HYldB,5,SB192623,2,1,4
plot699,6,22,2HYldB,6,SB192622,2,1,4
plot700,4,24,2HYldB,7,SB192424,2,1,4
plot701,7,26,2HYldB,8,SB192726,2,1,4
plot702,7,25,2HYldB,9,SB192725,2,1,4
plot703,5,24,2HYldB,10,SB192524,2,1,4
plot704,5,23,2HYldB,11,SB192523,2,1,4
plot705,17,10,2HYldU,2,SBCH15423,2,1,2
plot706,3,25,2HYldB,12,SB192325,2,1,4
plot707,6,21,2HYldB,13,SB192621,2,1,4
plot708,3,22,2HYldB,14,SB192322,2,1,4
plot709,15,11,2HYldU,1,SBCH15815,2,1,2
plot710,4,22,2HYldB,15,SB192422,2,1,4
plot711,3,21,2HYldB,16,SB192321,2,1,4
plot712,7,21,2HYldB,17,SB192721,2,1,4
plot713,19,11,2HYldU,3,SBCH15535,2,1,2
plot714,8,25,2HYldB,18,SB192825,2,1,4
plot715,5,26,2HYldB,19,SB192526,2,1,4
plot716,6,26,2HYldB,20,SB192626,2,1,4
plot717,3,26,2HYldB,21,SB192326,2,1,4
plot718,8,26,2HYldB,22,SB192826,2,1,4
plot719,6,24,2HYldB,23,SB192624,2,1,4
plot720,5,25,2HYldB,24,SB192525,2,1,4
plot721,4,26,2HYldB,25,SB192426,2,1,4
plot722,5,22,2HYldB,26,SB192522,2,1,4
plot723,4,21,2HYldB,27,SB192421,2,1,4
plot724,8,23,2HYldB,28,SB192823,2,1,4
plot725,5,21,2HYldB,29,SB192521,2,1,4
plot726,7,24,2HYldB,30,SB192724,2,1,4
plot727,4,23,2HYldB,31,SB192423,2,1,4
plot728,7,22,2HYldB,32,SB192722,2,1,4
plot729,7,23,2HYldB,33,SB192723,2,1,4
plot730,8,24,2HYldB,34,SB192824,2,1,4
plot731,3,24,2HYldB,35,SB192324,2,1,4
plot732,4,25,2HYldB,36,SB192425,2,1,4
plot733,21,9,2HYldY,11,SB192436,2,2,2
plot734,22,9,2HYldY,8,SB192434,2,2,2
plot735,23,9,2HYldY,10,SB192336,2,2,2
plot736,24,9,2HYldY,5,SB192634,2,2,2
plot737,25,9,2HYldY,16,SB192438,2,2,2
plot738,26,9,2HYldY,23,SB192833,2,2,2
plot739,21,10,2HYldY,34,SB192335,2,2,2
plot740,22,10,2HYldY,17,SB192435,2,2,2
plot741,23,10,2HYldY,15,SB192737,2,2,2
plot742,24,10,2HYldY,18,SB192736,2,2,2
plot743,25,10,2HYldY,27,SB192534,2,2,2
plot744,26,10,2HYldY,29,SB192835,2,2,2
plot745,21,11,2HYldY,30,SB192538,2,2,2
plot746,22,11,2HYldY,12,SB192734,2,2,2
plot747,23,11,2HYldY,4,SB192836,2,2,2
plot748,24,11,2HYldY,9,SB192337,2,2,2
plot749,25,11,2HYldY,7,SB192637,2,2,2
plot750,26,11,2HYldY,25,SB192535,2,2,2
plot751,21,12,2HYldY,35,SB192837,2,2,2
plot752,22,12,2HYldY,33,SB192633,2,2,2
plot753,23,12,2HYldY,1,SBCH15815,2,2,2
plot754,24,12,2HYldY,3,SBCH15535,2,2,2
plot755,25,12,2HYldY,36,SB192334,2,2,2
plot756,26,12,2HYldY,14,SB192738,2,2,2
plot757,21,13,2HYldY,21,SB192437,2,2,2
plot758,22,13,2HYldY,13,SB192735,2,2,2
plot759,23,13,2HYldY,28,SB192733,2,2,2
plot760,24,13,2HYldY,31,SB192338,2,2,2
plot761,25,13,2HYldY,22,SB192333,2,2,2
plot762,26,13,2HYldY,2,SBCH15423,2,2,2
plot763,21,14,2HYldY,24,SB192536,2,2,2
plot764,22,14,2HYldY,26,SB192636,2,2,2
plot765,23,14,2HYldY,20,SB192638,2,2,2
plot766,24,14,2HYldY,32,SB192537,2,2,2
plot767,25,14,2HYldY,19,SB192838,2,2,2
plot768,26,14,2HYldY,6,SB192635,2,2,2
plot769,27,9,2HYldJ,25,SB1924611,2,2,2
plot770,28,9,2HYldJ,1,SBCH15815,2,2,2
plot771,29,9,2HYldJ,33,SB192499,2,2,2
plot772,30,9,2HYldJ,9,SB192479,2,2,2
plot773,31,9,2HYldJ,32,SB1924612,2,2,2
plot774,32,9,2HYldJ,17,SB1924813,2,2,2
plot775,27,10,2HYldJ,35,SB192509,2,2,2
plot776,28,10,2HYldJ,21,SB192469,2,2,2
plot777,29,10,2HYldJ,34,SB1924710,2,2,2
plot778,30,10,2HYldJ,7,SB1925010,2,2,2
plot779,31,10,2HYldJ,29,SB192489,2,2,2
plot780,32,10,2HYldJ,2,SBCH15423,2,2,2
plot781,27,11,2HYldJ,22,SB1924812,2,2,2
plot782,28,11,2HYldJ,16,SB1924511,2,2,2
plot783,29,11,2HYldJ,5,SB1924910,2,2,2
plot784,30,11,2HYldJ,36,SB1924610,2,2,2
plot785,31,11,2HYldJ,15,SB1924913,2,2,2
plot786,32,11,2HYldJ,10,SB1924811,2,2,2
plot787,27,12,2HYldJ,14,SB1925011,2,2,2
plot788,28,12,2HYldJ,18,SB1925012,2,2,2
plot789,29,12,2HYldJ,4,SB1924712,2,2,2
plot790,30,12,2HYldJ,11,SB1925014,2,2,2
plot791,31,12,2HYldJ,27,SB1924512,2,2,2
plot792,32,12,2HYldJ,8,SB1924814,2,2,2
plot793,27,13,2HYldJ,19,SB192459,2,2,2
plot794,28,13,2HYldJ,12,SB1924613,2,2,2
plot795,29,13,2HYldJ,3,SBCH15535,2,2,2
plot796,30,13,2HYldJ,24,SB1924614,2,2,2
plot797,31,13,2HYldJ,6,SB1924912,2,2,2
plot798,32,13,2HYldJ,13,SB1924714,2,2,2
plot799,27,14,2HYldJ,31,SB1924711,2,2,2
plot800,28,14,2HYldJ,20,SB1924713,2,2,2
plot801,29,14,2HYldJ,30,SB1924514,2,2,2
plot802,30,14,2HYldJ,28,SB1924513,2,2,2
plot803,31,14,2HYldJ,26,SB1924510,2,2,2
plot804,32,14,2HYldJ,23,SB1924810,2,2,2
plot805,33,9,2HYldR,26,SB1922819,2,2,2
plot806,34,9,2HYldR,5,SB1922717,2,2,2
plot807,35,9,2HYldR,32,SB1923116,2,2,2
plot808,36,9,2HYldR,16,SB1923115,2,2,2
plot809,37,9,2HYldR,35,SB1923016,2,2,2
plot810,38,9,2HYldR,3,SBCH15535,2,2,2
plot811,33,10,2HYldR,15,SB1922719,2,2,2
plot812,34,10,2HYldR,9,SB1922718,2,2,2
plot813,35,10,2HYldR,6,SB1922716,2,2,2
plot814,36,10,2HYldR,8,SB1922919,2,2,2
plot815,37,10,2HYldR,17,SB1922816,2,2,2
plot816,38,10,2HYldR,31,SB1922920,2,2,2
plot817,33,11,2HYldR,14,SB1922715,2,2,2
plot818,34,11,2HYldR,13,SB1922818,2,2,2
plot819,35,11,2HYldR,11,SB1923018,2,2,2
plot820,36,11,2HYldR,27,SB1923019,2,2,2
plot821,37,11,2HYldR,7,SB1923017,2,2,2
plot822,38,11,2HYldR,36,SB1923020,2,2,2
plot823,33,12,2HYldR,2,SBCH15423,2,2,2
plot824,34,12,2HYldR,33,SB1922918,2,2,2
plot825,35,12,2HYldR,28,SB1923120,2,2,2
plot826,36,12,2HYldR,18,SB1923219,2,2,2
plot827,37,12,2HYldR,29,SB1922817,2,2,2
plot828,38,12,2HYldR,34,SB1922917,2,2,2
plot829,33,13,2HYldR,4,SB1922915,2,2,2
plot830,34,13,2HYldR,24,SB1922815,2,2,2
plot831,35,13,2HYldR,25,SB1923220,2,2,2
plot832,36,13,2HYldR,1,SBCH15815,2,2,2
plot833,37,13,2HYldR,19,SB1923217,2,2,2
plot834,38,13,2HYldR,23,SB1923118,2,2,2
plot835,33,14,2HYldR,12,SB1923015,2,2,2
plot836,34,14,2HYldR,22,SB1923218,2,2,2
plot837,35,14,2HYldR,30,SB1923216,2,2,2
plot838,36,14,2HYldR,10,SB1922720,2,2,2
plot839,37,14,2HYldR,20,SB1922916,2,2,2
plot840,38,14,2HYldR,21,SB1923117,2,2,2
plot841,48,30,2HYldC,4,SB1924830,2,1,5
plot842,45,30,2HYldC,5,SB1924530,2,1,5
plot843,45,32,2HYldC,6,SB1924532,2,1,5
plot844,49,30,2HYldC,7,SB1924930,2,1,5
plot845,45,27,2HYldC,8,SB1924527,2,1,5
plot846,44,9,2HYldE,2,SBCH15423,2,1,2
plot847,50,28,2HYldC,9,SB1925028,2,1,5
plot848,47,31,2HYldC,10,SB1924731,2,1,5
plot849,46,27,2HYldC,11,SB1924627,2,1,5
plot850,47,28,2HYldC,12,SB1924728,2,1,5
plot851,47,29,2HYldC,13,SB1924729,2,1,5
plot852,47,32,2HYldC,14,SB1924732,2,1,5
plot853,49,28,2HYldC,15,SB1924928,2,1,5
plot854,45,29,2HYldC,16,SB1924529,2,1,5
plot855,41,11,2HYldE,1,SBCH15815,2,1,2
plot856,50,31,2HYldC,17,SB1925031,2,1,5
plot857,50,29,2HYldC,18,SB1925029,2,1,5
plot858,49,29,2HYldC,19,SB1924929,2,1,5
plot859,46,28,2HYldC,20,SB1924628,2,1,5
plot860,50,32,2HYldC,21,SB1925032,2,1,5
plot861,48,31,2HYldC,22,SB1924831,2,1,5
plot862,46,32,2HYldC,23,SB1924632,2,1,5
plot863,50,27,2HYldC,24,SB1925027,2,1,5
plot864,46,30,2HYldC,25,SB1924630,2,1,5
plot865,39,13,2HYldE,3,SBCH15535,2,1,2
plot866,48,28,2HYldC,26,SB1924828,2,1,5
plot867,46,29,2HYldC,27,SB1924629,2,1,5
plot868,49,27,2HYldC,28,SB1924927,2,1,5
plot869,46,31,2HYldC,29,SB1924631,2,1,5
plot870,45,28,2HYldC,30,SB1924528,2,1,5
plot871,48,32,2HYldC,31,SB1924832,2,1,5
plot872,47,27,2HYldC,32,SB1924727,2,1,5
plot873,50,30,2HYldC,33,SB1925030,2,1,5
plot874,48,27,2HYldC,34,SB1924827,2,1,5
plot875,49,32,2HYldC,35,SB1924932,2,1,5
plot876,49,31,2HYldC,36,SB1924931,2,1,5
plot877,13,26,2HYldD,4,SB1921326,2,1,4
plot878,11,25,2HYldD,5,SB1921125,2,1,4
plot879,9,22,2HYldD,6,SB192922,2,1,4
plot880,14,24,2HYldD,7,SB1921424,2,1,4
plot881,10,22,2HYldD,8,SB1921022,2,1,4
plot882,14,26,2HYldD,9,SB1921426,2,1,4
plot883,11,23,2HYldD,10,SB1921123,2,1,4
plot884,9,21,2HYldD,11,SB192921,2,1,4
plot885,13,24,2HYldD,12,SB1921324,2,1,4
plot886,9,24,2HYldD,13,SB192924,2,1,4
plot887,9,23,2HYldD,14,SB192923,2,1,4
plot888,12,23,2HYldD,15,SB1921223,2,1,4
plot889,9,26,2HYldD,16,SB192926,2,1,4
plot890,11,22,2HYldD,17,SB1921122,2,1,4
plot891,14,23,2HYldD,18,SB1921423,2,1,4
plot892,10,23,2HYldD,19,SB1921023,2,1,4
plot893,49,11,2HYldJ,3,SBCH15535,2,1,2
plot894,14,22,2HYldD,20,SB1921422,2,1,4
plot895,11,21,2HYldD,21,SB1921121,2,1,4
plot896,14,25,2HYldD,22,SB1921425,2,1,4
plot897,13,22,2HYldD,23,SB1921322,2,1,4
plot898,13,25,2HYldD,24,SB1921325,2,1,4
plot899,11,24,2HYldD,25,SB1921124,2,1,4
plot900,13,23,2HYldD,26,SB1921323,2,1,4
plot901,14,21,2HYldD,27,SB1921421,2,1,4
plot902,9,25,2HYldD,28,SB192925,2,1,4
plot903,12,21,2HYldD,29,SB1921221,2,1,4
plot904,12,25,2HYldD,30,SB1921225,2,1,4
plot905,13,21,2HYldD,31,SB1921321,2,1,4
plot906,50,13,2HYldJ,1,SBCH15815,2,1,2
plot907,10,25,2HYldD,32,SB1921025,2,1,4
plot908,10,26,2HYldD,33,SB1921026,2,1,4
plot909,12,26,2HYldD,34,SB1921226,2,1,4
plot910,11,26,2HYldD,35,SB1921126,2,1,4
plot911,49,14,2HYldJ,2,SBCH15423,2,1,2
plot912,10,24,2HYldD,36,SB1921024,2,1,4
plot913,44,14,2HYldE,4,SB1924414,2,1,2
plot914,44,11,2HYldE,5,SB1924411,2,1,2
plot915,40,13,2HYldE,6,SB1924013,2,1,2
plot916,42,13,2HYldE,7,SB1924213,2,1,2
plot917,43,12,2HYldE,8,SB1924312,2,1,2
plot918,42,11,2HYldE,9,SB1924211,2,1,2
plot919,41,10,2HYldE,10,SB1924110,2,1,2
plot920,42,12,2HYldE,11,SB1924212,2,1,2
plot921,40,10,2HYldE,12,SB1924010,2,1,2
plot922,39,12,2HYldE,13,SB1923912,2,1,2
plot923,39,14,2HYldE,14,SB1923914,2,1,2
plot924,39,11,2HYldE,15,SB1923911,2,1,2
plot925,40,12,2HYldE,16,SB1924012,2,1,2
plot926,43,10,2HYldE,17,SB1924310,2,1,2
plot927,43,14,2HYldE,18,SB1924314,2,1,2
plot928,41,9,2HYldE,19,SB192419,2,1,2
plot929,44,13,2HYldE,20,SB1924413,2,1,2
plot930,41,13,2HYldE,21,SB1924113,2,1,2
plot931,42,9,2HYldE,22,SB192429,2,1,2
plot932,52,12,2HYldH,3,SBCH15535,2,1,2
plot933,44,12,2HYldE,23,SB1924412,2,1,2
plot934,42,14,2HYldE,24,SB1924214,2,1,2
plot935,41,14,2HYldE,25,SB1924114,2,1,2
plot936,43,11,2HYldE,26,SB1924311,2,1,2
plot937,51,13,2HYldH,1,SBCH15815,2,1,2
plot938,39,10,2HYldE,27,SB1923910,2,1,2
plot939,53,13,2HYldH,2,SBCH15423,2,1,2
plot940,43,13,2HYldE,28,SB1924313,2,1,2
plot941,39,9,2HYldE,29,SB192399,2,1,2
plot942,43,9,2HYldE,30,SB192439,2,1,2
plot943,40,11,2HYldE,31,SB1924011,2,1,2
plot944,40,14,2HYldE,32,SB1924014,2,1,2
plot945,44,10,2HYldE,33,SB1924410,2,1,2
plot946,42,10,2HYldE,34,SB1924210,2,1,2
plot947,41,12,2HYldE,35,SB1924112,2,1,2
plot948,40,9,2HYldE,36,SB192409,2,1,2
plot949,5,9,2HYldF,4,SB19259,2,1,2
plot950,8,9,2HYldF,5,SB19289,2,1,2
plot951,8,11,2HYldF,6,SB192811,2,1,2
plot952,7,14,2HYldF,7,SB192714,2,1,2
plot953,61,9,2HYldW,3,SBCH15535,2,1,2
plot954,3,10,2HYldF,8,SB192310,2,1,2
plot955,57,10,2HYldW,1,SBCH15815,2,1,2
plot956,6,14,2HYldF,9,SB192614,2,1,2
plot957,4,11,2HYldF,10,SB192411,2,1,2
plot958,3,13,2HYldF,11,SB192313,2,1,2
plot959,7,9,2HYldF,12,SB19279,2,1,2
plot960,4,14,2HYldF,13,SB192414,2,1,2
plot961,4,12,2HYldF,14,SB192412,2,1,2
plot962,5,14,2HYldF,15,SB192514,2,1,2
plot963,5,13,2HYldF,16,SB192513,2,1,2
plot964,4,13,2HYldF,17,SB192413,2,1,2
plot965,4,10,2HYldF,18,SB192410,2,1,2
plot966,6,12,2HYldF,19,SB192612,2,1,2
plot967,4,9,2HYldF,20,SB19249,2,1,2
plot968,3,11,2HYldF,21,SB192311,2,1,2
plot969,8,10,2HYldF,22,SB192810,2,1,2
plot970,3,9,2HYldF,23,SB19239,2,1,2
plot971,7,12,2HYldF,24,SB192712,2,1,2
plot972,5,12,2HYldF,25,SB192512,2,1,2
plot973,7,13,2HYldF,26,SB192713,2,1,2
plot974,7,11,2HYldF,27,SB192711,2,1,2
plot975,7,10,2HYldF,28,SB192710,2,1,2
plot976,6,10,2HYldF,29,SB192610,2,1,2
plot977,3,12,2HYldF,30,SB192312,2,1,2
plot978,8,12,2HYldF,31,SB192812,2,1,2
plot979,6,13,2HYldF,32,SB192613,2,1,2
plot980,3,14,2HYldF,33,SB192314,2,1,2
plot981,6,11,2HYldF,34,SB192611,2,1,2
plot982,5,10,2HYldF,35,SB192510,2,1,2
plot983,61,14,2HYldW,2,SBCH15423,2,1,2
plot984,8,14,2HYldF,36,SB192814,2,1,2
plot985,63,9,Border,165,B1000,2,0,2
plot986,63,10,Border,166,B1000,2,0,2
plot987,63,11,Border,167,B1000,2,0,2
plot988,63,12,Border,168,B1000,2,0,2
plot989,63,13,Border,169,B1000,2,0,2
plot990,63,14,Border,170,B1000,2,0,2
plot991,64,9,Border,171,B1000,2,0,2
plot992,64,10,Border,172,B1000,2,0,2
plot993,64,11,Border,173,B1000,2,0,2
plot994,64,12,Border,174,B1000,2,0,2
plot995,64,13,Border,175,B1000,2,0,2
plot996,64,14,Border,176,B1000,2,0,2
plot997,1,15,Border,177,B1000,2,0,3
plot998,2,15,Border,178,B1000,2,0,3
plot999,3,15,2HYldW,8,SB192599,2,2,3
plot1000,4,15,2HYldW,16,SB1926214,2,2,3
plot1001,5,15,2HYldW,11,SB1925811,2,2,3
plot1002,6,15,2HYldW,4,SB1926013,2,2,3
plot1003,7,15,2HYldW,5,SB1925812,2,2,3
plot1004,8,15,2HYldW,31,SB1925813,2,2,3
plot1005,1,16,Border,179,B1000,2,0,3
plot1006,2,16,Border,180,B1000,2,0,3
plot1007,3,16,2HYldW,30,SB1925913,2,2,3
plot1008,4,16,2HYldW,15,SB1926212,2,2,3
plot1009,5,16,2HYldW,28,SB1926111,2,2,3
plot1010,6,16,2HYldW,10,SB1925714,2,2,3
plot1011,7,16,2HYldW,27,SB1926010,2,2,3
plot1012,8,16,2HYldW,35,SB1926113,2,2,3
plot1013,1,17,Border,181,B1000,2,0,3
plot1014,2,17,Border,182,B1000,2,0,3
plot1015,3,17,2HYldW,3,SBCH15535,2,2,3
plot1016,4,17,2HYldW,13,SB1925810,2,2,3
plot1017,5,17,2HYldW,34,SB1925911,2,2,3
plot1018,6,17,2HYldW,6,SB1925814,2,2,3
plot1019,7,17,2HYldW,36,SB192609,2,2,3
plot1020,8,17,2HYldW,24,SB1926213,2,2,3
plot1021,1,18,Border,183,B1000,2,0,3
plot1022,2,18,Border,184,B1000,2,0,3
plot1023,3,18,2HYldW,12,SB1926014,2,2,3
plot1024,4,18,2HYldW,23,SB192589,2,2,3
plot1025,5,18,2HYldW,7,SB1925713,2,2,3
plot1026,6,18,2HYldW,33,SB1926210,2,2,3
plot1027,7,18,2HYldW,20,SB1925910,2,2,3
plot1028,8,18,2HYldW,14,SB1926011,2,2,3
plot1029,1,19,Border,185,B1000,2,0,3
plot1030,2,19,Border,186,B1000,2,0,3
plot1031,3,19,2HYldW,22,SB192629,2,2,3
plot1032,4,19,2HYldW,32,SB1925912,2,2,3
plot1033,5,19,2HYldW,29,SB1925712,2,2,3
plot1034,6,19,2HYldW,2,SBCH15423,2,2,3
plot1035,7,19,2HYldW,9,SB1926110,2,2,3
plot1036,8,19,2HYldW,21,SB1925914,2,2,3
plot1037,1,20,Border,187,B1000,2,0,3
plot1038,2,20,Border,188,B1000,2,0,3
plot1039,3,20,2HYldW,25,SB1926211,2,2,3
plot1040,4,20,2HYldW,1,SBCH15815,2,2,3
plot1041,5,20,2HYldW,18,SB1926112,2,2,3
plot1042,6,20,2HYldW,17,SB1925711,2,2,3
plot1043,7,20,2HYldW,26,SB192579,2,2,3
plot1044,8,20,2HYldW,19,SB1926012,2,2,3
plot1045,56,27,2HYldG,4,SB1925627,2,1,5
plot1046,53,32,2HYldG,5,SB1925332,2,1,5
plot1047,52,32,2HYldG,6,SB1925232,2,1,5
plot1048,55,30,2HYldG,7,SB1925530,2,1,5
plot1049,51,27,2HYldG,8,SB1925127,2,1,5
plot1050,56,32,2HYldG,9,SB1925632,2,1,5
plot1051,53,29,2HYldG,10,SB1925329,2,1,5
plot1052,52,28,2HYldG,11,SB1925228,2,1,5
plot1053,51,29,2HYldG,12,SB1925129,2,1,5
plot1054,12,16,2HYldQ,2,SBCH15423,2,1,3
plot1055,54,28,2HYldG,13,SB1925428,2,1,5
plot1056,54,27,2HYldG,14,SB1925427,2,1,5
plot1057,51,28,2HYldG,15,SB1925128,2,1,5
plot1058,55,27,2HYldG,16,SB1925527,2,1,5
plot1059,55,31,2HYldG,17,SB1925531,2,1,5
plot1060,54,32,2HYldG,18,SB1925432,2,1,5
plot1061,53,31,2HYldG,19,SB1925331,2,1,5
plot1062,55,28,2HYldG,20,SB1925528,2,1,5
plot1063,52,27,2HYldG,21,SB1925227,2,1,5
plot1064,53,30,2HYldG,22,SB1925330,2,1,5
plot1065,52,30,2HYldG,23,SB1925230,2,1,5
plot1066,54,31,2HYldG,24,SB1925431,2,1,5
plot1067,52,31,2HYldG,25,SB1925231,2,1,5
plot1068,51,31,2HYldG,26,SB1925131,2,1,5
plot1069,9,19,2HYldQ,3,SBCH15535,2,1,3
plot1070,56,30,2HYldG,27,SB1925630,2,1,5
plot1071,53,28,2HYldG,28,SB1925328,2,1,5
plot1072,51,30,2HYldG,29,SB1925130,2,1,5
plot1073,52,29,2HYldG,30,SB1925229,2,1,5
plot1074,51,32,2HYldG,31,SB1925132,2,1,5
plot1075,53,27,2HYldG,32,SB1925327,2,1,5
plot1076,54,29,2HYldG,33,SB1925429,2,1,5
plot1077,56,31,2HYldG,34,SB1925631,2,1,5
plot1078,55,32,2HYldG,35,SB1925532,2,1,5
plot1079,55,29,2HYldG,36,SB1925529,2,1,5
plot1080,14,20,2HYldQ,1,SBCH15815,2,1,3
plot1081,15,15,2HYldS,7,SB192545,2,2,3
plot1082,16,15,2HYldS,12,SB192546,2,2,3
plot1083,17,15,2HYldS,31,SB192566,2,2,3
plot1084,18,15,2HYldS,14,SB192547,2,2,3
plot1085,19,15,2HYldS,29,SB192565,2,2,3
plot1086,20,15,2HYldS,22,SB192536,2,2,3
plot1087,15,16,2HYldS,28,SB192524,2,2,3
plot1088,16,16,2HYldS,15,SB192567,2,2,3
plot1089,17,16,2HYldS,32,SB192523,2,2,3
plot1090,18,16,2HYldS,34,SB192527,2,2,3
plot1091,19,16,2HYldS,36,SB192557,2,2,3
plot1092,20,16,2HYldS,30,SB192537,2,2,3
plot1093,15,17,2HYldS,9,SB192538,2,2,3
plot1094,16,17,2HYldS,6,SB192526,2,2,3
plot1095,17,17,2HYldS,10,SB192548,2,2,3
plot1096,18,17,2HYldS,33,SB192517,2,2,3
plot1097,19,17,2HYldS,16,SB192525,2,2,3
plot1098,20,17,2HYldS,27,SB192555,2,2,3
plot1099,15,18,2HYldS,1,SBCH15815,2,2,3
plot1100,16,18,2HYldS,4,SB192528,2,2,3
plot1101,17,18,2HYldS,17,SB192516,2,2,3
plot1102,18,18,2HYldS,24,SB192535,2,2,3
plot1103,19,18,2HYldS,35,SB192558,2,2,3
plot1104,20,18,2HYldS,3,SBCH15535,2,2,3
plot1105,15,19,2HYldS,5,SB192543,2,2,3
plot1106,16,19,2HYldS,25,SB192544,2,2,3
plot1107,17,19,2HYldS,23,SB192513,2,2,3
plot1108,18,19,2HYldS,13,SB192515,2,2,3
plot1109,19,19,2HYldS,18,SB192518,2,2,3
plot1110,20,19,2HYldS,21,SB192568,2,2,3
plot1111,15,20,2HYldS,19,SB192514,2,2,3
plot1112,16,20,2HYldS,2,SBCH15423,2,2,3
plot1113,17,20,2HYldS,20,SB192534,2,2,3
plot1114,18,20,2HYldS,8,SB192553,2,2,3
plot1115,19,20,2HYldS,26,SB192563,2,2,3
plot1116,20,20,2HYldS,11,SB192564,2,2,3
plot1117,52,9,2HYldH,4,SB192529,2,1,2
plot1118,54,9,2HYldH,5,SB192549,2,1,2
plot1119,51,14,2HYldH,6,SB1925114,2,1,2
plot1120,51,11,2HYldH,7,SB1925111,2,1,2
plot1121,53,11,2HYldH,8,SB1925311,2,1,2
plot1122,52,13,2HYldH,9,SB1925213,2,1,2
