id,plotRowNum,plotColumnNum,testName,EntryNo,Strain,plotRows,repNum,block,yield_bu_acre
640,5,12,2HYldF,25,SB52512,2,1,2,69
641,6,12,2HYldF,19,SB61912,2,1,2,62
642,7,12,2HYldF,24,SB72412,2,1,2,65
643,8,12,2HYldF,31,SB83112,2,1,2,60
644,1,13,Border,161,B1000,2,0,2,
645,2,13,Border,162,B1000,2,0,2,
646,3,13,2HYldF,11,SB31113,2,1,2,68
647,4,13,2HYldF,17,SB41713,2,1,2,68
648,5,13,2HYldF,16,SB51613,2,1,2,72
649,6,13,2HYldF,32,SB63213,2,1,2,61
650,7,13,2HYldF,26,SB72613,2,1,2,74
651,8,13,2HYldF,2,SBCH423,2,1,2,77
652,1,14,Border,163,B1000,2,0,2,
653,2,14,Border,164,B1000,2,0,2,
654,3,14,2HYldF,33,SB33314,2,1,2,83
655,4,14,2HYldF,13,SB41314,2,1,2,82
656,5,14,2HYldF,15,SB51514,2,1,2,60
657,6,14,2HYldF,9,SB6914,2,1,2,75
658,7,14,2HYldF,7,SB7714,2,1,2,80
659,8,14,2HYldF,36,SB83614,2,1,2,82
660,9,9,2HYldQ,5,SB959,2,2,2,72
661,10,9,2HYldQ,15,SB10159,2,2,2,78
662,11,9,2HYldQ,28,SB11289,2,2,2,59
663,12,9,2HYldQ,35,SB12359,2,2,2,72
664,13,9,2HYldQ,14,SB13149,2,2,2,64
665,14,9,2HYldQ,23,SB14239,2,2,2,82
666,9,10,2HYldQ,9,SB9910,2,2,2,74
667,10,10,2HYldQ,22,SB102210,2,2,2,62
668,11,10,2HYldQ,36,SB113610,2,2,2,84
669,12,10,2HYldQ,4,SB12410,2,2,2,61
670,13,10,2HYldQ,17,SB131710,2,2,2,58
671,14,10,2HYldQ,18,SB141810,2,2,2,73
672,9,11,2HYldQ,24,SB92411,2,2,2,75
673,10,11,2HYldQ,3,SBCH535,2,2,2,61
674,11,11,2HYldQ,32,SB113211,2,2,2,61
675,12,11,2HYldQ,20,SB122011,2,2,2,56
676,13,11,2HYldQ,6,SB13611,2,2,2,82
677,14,11,2HYldQ,19,SB141911,2,2,2,63
678,9,12,2HYldQ,26,SB92612,2,2,2,72
679,10,12,2HYldQ,8,SB10812,2,2,2,70
680,11,12,2HYldQ,2,SBCH423,2,2,2,69
681,12,12,2HYldQ,30,SB123012,2,2,2,81
682,13,12,2HYldQ,11,SB131112,2,2,2,76
683,14,12,2HYldQ,27,SB142712,2,2,2,59
684,9,13,2HYldQ,1,SBCH815,2,2,2,81
685,10,13,2HYldQ,25,SB102513,2,2,2,61
686,11,13,2HYldQ,21,SB112113,2,2,2,61
687,12,13,2HYldQ,29,SB122913,2,2,2,64
688,13,13,2HYldQ,31,SB133113,2,2,2,83
689,14,13,2HYldQ,10,SB141013,2,2,2,62
690,9,14,2HYldQ,13,SB91314,2,2,2,67
691,10,14,2HYldQ,16,SB101614,2,2,2,82
692,11,14,2HYldQ,34,SB113414,2,2,2,63
693,12,14,2HYldQ,33,SB123314,2,2,2,79
694,13,14,2HYldQ,12,SB131214,2,2,2,60
695,14,14,2HYldQ,7,SB14714,2,2,2,75
696,15,9,2HYldU,18,SB15189,2,1,2,80
697,16,9,2HYldU,11,SB16119,2,1,2,56
698,17,9,2HYldU,4,SB1749,2,1,2,75
699,18,9,2HYldU,5,SB1859,2,1,2,76
700,19,9,2HYldU,24,SB19249,2,1,2,67
701,20,9,2HYldU,36,SB20369,2,1,2,61
702,15,10,2HYldU,33,SB153310,2,1,2,76
703,16,10,2HYldU,8,SB16810,2,1,2,64
704,17,10,2HYldU,2,SBCH423,2,1,2,58
705,18,10,2HYldU,30,SB183010,2,1,2,79
706,19,10,2HYldU,22,SB192210,2,1,2,76
707,20,10,2HYldU,35,SB203510,2,1,2,65
708,15,11,2HYldU,1,SBCH815,2,1,2,84
709,16,11,2HYldU,7,SB16711,2,1,2,58
710,17,11,2HYldU,28,SB172811,2,1,2,81
711,18,11,2HYldU,23,SB182311,2,1,2,71
712,19,11,2HYldU,3,SBCH535,2,1,2,70
713,20,11,2HYldU,27,SB202711,2,1,2,63
714,15,12,2HYldU,19,SB151912,2,1,2,78
715,16,12,2HYldU,21,SB162112,2,1,2,69
716,17,12,2HYldU,13,SB171312,2,1,2,76
717,18,12,2HYldU,25,SB182512,2,1,2,58
718,19,12,2HYldU,29,SB192912,2,1,2,63
719,20,12,2HYldU,26,SB202612,2,1,2,81
720,15,13,2HYldU,34,SB153413,2,1,2,58
721,16,13,2HYldU,31,SB163113,2,1,2,72
722,17,13,2HYldU,32,SB173213,2,1,2,70
723,18,13,2HYldU,16,SB181613,2,1,2,62
724,19,13,2HYldU,14,SB191413,2,1,2,60
725,20,13,2HYldU,15,SB201513,2,1,2,69
726,15,14,2HYldU,20,SB152014,2,1,2,80
727,16,14,2HYldU,10,SB161014,2,1,2,78
728,17,14,2HYldU,12,SB171214,2,1,2,59
729,18,14,2HYldU,6,SB18614,2,1,2,82
730,19,14,2HYldU,17,SB191714,2,1,2,79
731,20,14,2HYldU,9,SB20914,2,1,2,80
732,21,9,2HYldY,11,SB21119,2,2,2,68
733,22,9,2HYldY,8,SB2289,2,2,2,84
734,23,9,2HYldY,10,SB23109,2,2,2,68
735,24,9,2HYldY,5,SB2459,2,2,2,67
736,25,9,2HYldY,16,SB25169,2,2,2,63
737,26,9,2HYldY,23,SB26239,2,2,2,74
738,21,10,2HYldY,34,SB213410,2,2,2,57
739,22,10,2HYldY,17,SB221710,2,2,2,83
740,23,10,2HYldY,15,SB231510,2,2,2,79
741,24,10,2HYldY,18,SB241810,2,2,2,66
742,25,10,2HYldY,27,SB252710,2,2,2,65
743,26,10,2HYldY,29,SB262910,2,2,2,69
744,21,11,2HYldY,30,SB213011,2,2,2,70
745,22,11,2HYldY,12,SB221211,2,2,2,56
746,23,11,2HYldY,4,SB23411,2,2,2,84
747,24,11,2HYldY,9,SB24911,2,2,2,81
748,25,11,2HYldY,7,SB25711,2,2,2,77
749,26,11,2HYldY,25,SB262511,2,2,2,65
750,21,12,2HYldY,35,SB213512,2,2,2,68
751,22,12,2HYldY,33,SB223312,2,2,2,67
752,23,12,2HYldY,1,SBCH815,2,2,2,70
753,24,12,2HYldY,3,SBCH535,2,2,2,62
754,25,12,2HYldY,36,SB253612,2,2,2,75
755,26,12,2HYldY,14,SB261412,2,2,2,67
756,21,13,2HYldY,21,SB212113,2,2,2,68
757,22,13,2HYldY,13,SB221313,2,2,2,64
758,23,13,2HYldY,28,SB232813,2,2,2,82
759,24,13,2HYldY,31,SB243113,2,2,2,66
760,25,13,2HYldY,22,SB252213,2,2,2,63
761,26,13,2HYldY,2,SBCH423,2,2,2,62
762,21,14,2HYldY,24,SB212414,2,2,2,68
763,22,14,2HYldY,26,SB222614,2,2,2,65
764,23,14,2HYldY,20,SB232014,2,2,2,78
765,24,14,2HYldY,32,SB243214,2,2,2,70
766,25,14,2HYldY,19,SB251914,2,2,2,60
767,26,14,2HYldY,6,SB26614,2,2,2,71
768,27,9,2HYldJ,25,SB27259,2,2,2,74
769,28,9,2HYldJ,1,SBCH815,2,2,2,63
770,29,9,2HYldJ,33,SB29339,2,2,2,78
771,30,9,2HYldJ,9,SB3099,2,2,2,73
772,31,9,2HYldJ,32,SB31329,2,2,2,85
773,32,9,2HYldJ,17,SB32179,2,2,2,55
774,27,10,2HYldJ,35,SB273510,2,2,2,70
775,28,10,2HYldJ,21,SB282110,2,2,2,77
776,29,10,2HYldJ,34,SB293410,2,2,2,71
777,30,10,2HYldJ,7,SB30710,2,2,2,73
778,31,10,2HYldJ,29,SB312910,2,2,2,58
779,32,10,2HYldJ,2,SBCH423,2,2,2,56
780,27,11,2HYldJ,22,SB272211,2,2,2,63
781,28,11,2HYldJ,16,SB281611,2,2,2,82
782,29,11,2HYldJ,5,SB29511,2,2,2,79
783,30,11,2HYldJ,36,SB303611,2,2,2,71
784,31,11,2HYldJ,15,SB311511,2,2,2,63
785,32,11,2HYldJ,10,SB321011,2,2,2,76
786,27,12,2HYldJ,14,SB271412,2,2,2,85
787,28,12,2HYldJ,18,SB281812,2,2,2,69
788,29,12,2HYldJ,4,SB29412,2,2,2,64
789,30,12,2HYldJ,11,SB301112,2,2,2,73
790,31,12,2HYldJ,27,SB312712,2,2,2,56
791,32,12,2HYldJ,8,SB32812,2,2,2,80
792,27,13,2HYldJ,19,SB271913,2,2,2,78
793,28,13,2HYldJ,12,SB281213,2,2,2,74
794,29,13,2HYldJ,3,SBCH535,2,2,2,65
795,30,13,2HYldJ,24,SB302413,2,2,2,83
796,31,13,2HYldJ,6,SB31613,2,2,2,63
797,32,13,2HYldJ,13,SB321313,2,2,2,63
798,27,14,2HYldJ,31,SB273114,2,2,2,70
799,28,14,2HYldJ,20,SB282014,2,2,2,75
800,29,14,2HYldJ,30,SB293014,2,2,2,83
801,30,14,2HYldJ,28,SB302814,2,2,2,64
802,31,14,2HYldJ,26,SB312614,2,2,2,72
803,32,14,2HYldJ,23,SB322314,2,2,2,62
804,33,9,2HYldR,26,SB33269,2,2,2,77
805,34,9,2HYldR,5,SB3459,2,2,2,58
806,35,9,2HYldR,32,SB35329,2,2,2,72
807,36,9,2HYldR,16,SB36169,2,2,2,63
808,37,9,2HYldR,35,SB37359,2,2,2,69
809,38,9,2HYldR,3,SBCH535,2,2,2,80
810,33,10,2HYldR,15,SB331510,2,2,2,72
811,34,10,2HYldR,9,SB34910,2,2,2,78
812,35,10,2HYldR,6,SB35610,2,2,2,57
813,36,10,2HYldR,8,SB36810,2,2,2,66
814,37,10,2HYldR,17,SB371710,2,2,2,75
815,38,10,2HYldR,31,SB383110,2,2,2,77
816,33,11,2HYldR,14,SB331411,2,2,2,71
817,34,11,2HYldR,13,SB341311,2,2,2,58
818,35,11,2HYldR,11,SB351111,2,2,2,82
819,36,11,2HYldR,27,SB362711,2,2,2,67
820,37,11,2HYldR,7,SB37711,2,2,2,56
821,38,11,2HYldR,36,SB383611,2,2,2,68
822,33,12,2HYldR,2,SBCH423,2,2,2,77
823,34,12,2HYldR,33,SB343312,2,2,2,77
824,35,12,2HYldR,28,SB352812,2,2,2,71
825,36,12,2HYldR,18,SB361812,2,2,2,64
826,37,12,2HYldR,29,SB372912,2,2,2,56
827,38,12,2HYldR,34,SB383412,2,2,2,79
828,33,13,2HYldR,4,SB33413,2,2,2,62
829,34,13,2HYldR,24,SB342413,2,2,2,79
830,35,13,2HYldR,25,SB352513,2,2,2,55
831,36,13,2HYldR,1,SBCH815,2,2,2,84
832,37,13,2HYldR,19,SB371913,2,2,2,70
833,38,13,2HYldR,23,SB382313,2,2,2,62
834,33,14,2HYldR,12,SB331214,2,2,2,84
835,34,14,2HYldR,22,SB342214,2,2,2,56
836,35,14,2HYldR,30,SB353014,2,2,2,71
837,36,14,2HYldR,10,SB361014,2,2,2,82
838,37,14,2HYldR,20,SB372014,2,2,2,71
839,38,14,2HYldR,21,SB382114,2,2,2,75
840,39,9,2HYldE,29,SB39299,2,1,2,64
841,40,9,2HYldE,36,SB40369,2,1,2,67
842,41,9,2HYldE,19,SB41199,2,1,2,81
843,42,9,2HYldE,22,SB42229,2,1,2,71
844,43,9,2HYldE,30,SB43309,2,1,2,82
845,44,9,2HYldE,2,SBCH423,2,1,2,63
846,39,10,2HYldE,27,SB392710,2,1,2,68
847,40,10,2HYldE,12,SB401210,2,1,2,59
848,41,10,2HYldE,10,SB411010,2,1,2,76
849,42,10,2HYldE,34,SB423410,2,1,2,67
850,43,10,2HYldE,17,SB431710,2,1,2,81
851,44,10,2HYldE,33,SB443310,2,1,2,77
852,39,11,2HYldE,15,SB391511,2,1,2,73
853,40,11,2HYldE,31,SB403111,2,1,2,55
854,41,11,2HYldE,1,SBCH815,2,1,2,74
855,42,11,2HYldE,9,SB42911,2,1,2,56
856,43,11,2HYldE,26,SB432611,2,1,2,85
857,44,11,2HYldE,5,SB44511,2,1,2,56
858,39,12,2HYldE,13,SB391312,2,1,2,67
859,40,12,2HYldE,16,SB401612,2,1,2,73
860,41,12,2HYldE,35,SB413512,2,1,2,85
861,42,12,2HYldE,11,SB421112,2,1,2,57
862,43,12,2HYldE,8,SB43812,2,1,2,71
863,44,12,2HYldE,23,SB442312,2,1,2,55
864,39,13,2HYldE,3,SBCH535,2,1,2,64
865,40,13,2HYldE,6,SB40613,2,1,2,85
866,41,13,2HYldE,21,SB412113,2,1,2,55
867,42,13,2HYldE,7,SB42713,2,1,2,55
868,43,13,2HYldE,28,SB432813,2,1,2,68
869,44,13,2HYldE,20,SB442013,2,1,2,63
870,39,14,2HYldE,14,SB391414,2,1,2,81
871,40,14,2HYldE,32,SB403214,2,1,2,80
872,41,14,2HYldE,25,SB412514,2,1,2,58
873,42,14,2HYldE,24,SB422414,2,1,2,75
874,43,14,2HYldE,18,SB431814,2,1,2,59
875,44,14,2HYldE,4,SB44414,2,1,2,69
876,45,9,2HYldJ,19,SB45199,2,1,2,82
877,46,9,2HYldJ,21,SB46219,2,1,2,56
878,47,9,2HYldJ,9,SB4799,2,1,2,85
879,48,9,2HYldJ,29,SB48299,2,1,2,80
880,49,9,2HYldJ,33,SB49339,2,1,2,63
881,50,9,2HYldJ,35,SB50359,2,1,2,66
882,45,10,2HYldJ,26,SB452610,2,1,2,69
883,46,10,2HYldJ,36,SB463610,2,1,2,73
884,47,10,2HYldJ,34,SB473410,2,1,2,70
885,48,10,2HYldJ,23,SB482310,2,1,2,71
886,49,10,2HYldJ,5,SB49510,2,1,2,69
887,50,10,2HYldJ,7,SB50710,2,1,2,57
888,45,11,2HYldJ,16,SB451611,2,1,2,79
889,46,11,2HYldJ,25,SB462511,2,1,2,80
890,47,11,2HYldJ,31,SB473111,2,1,2,67
891,48,11,2HYldJ,10,SB481011,2,1,2,55
892,49,11,2HYldJ,3,SBCH535,2,1,2,83
893,50,11,2HYldJ,14,SB501411,2,1,2,72
894,45,12,2HYldJ,27,SB452712,2,1,2,55
895,46,12,2HYldJ,32,SB463212,2,1,2,55
896,47,12,2HYldJ,4,SB47412,2,1,2,82
897,48,12,2HYldJ,22,SB482212,2,1,2,77
898,49,12,2HYldJ,6,SB49612,2,1,2,72
899,50,12,2HYldJ,18,SB501812,2,1,2,56
900,45,13,2HYldJ,28,SB452813,2,1,2,62
901,46,13,2HYldJ,12,SB461213,2,1,2,55
902,47,13,2HYldJ,20,SB472013,2,1,2,77
903,48,13,2HYldJ,17,SB481713,2,1,2,59
904,49,13,2HYldJ,15,SB491513,2,1,2,64
905,50,13,2HYldJ,1,SBCH815,2,1,2,69
906,45,14,2HYldJ,30,SB453014,2,1,2,61
907,46,14,2HYldJ,24,SB462414,2,1,2,67
908,47,14,2HYldJ,13,SB471314,2,1,2,75
909,48,14,2HYldJ,8,SB48814,2,1,2,69
910,49,14,2HYldJ,2,SBCH423,2,1,2,70
911,50,14,2HYldJ,11,SB501114,2,1,2,58
912,51,9,2HYldH,33,SB51339,2,1,2,69
913,52,9,2HYldH,4,SB5249,2,1,2,78
914,53,9,2HYldH,21,SB53219,2,1,2,82
915,54,9,2HYldH,5,SB5459,2,1,2,79
916,55,9,2HYldH,14,SB55149,2,1,2,70
917,56,9,2HYldH,28,SB56289,2,1,2,71
918,51,10,2HYldH,18,SB511810,2,1,2,63
919,52,10,2HYldH,27,SB522710,2,1,2,81
920,53,10,2HYldH,20,SB532010,2,1,2,79
921,54,10,2HYldH,10,SB541010,2,1,2,62
922,55,10,2HYldH,32,SB553210,2,1,2,68
923,56,10,2HYldH,31,SB563110,2,1,2,65
924,51,11,2HYldH,7,SB51711,2,1,2,80
925,52,11,2HYldH,35,SB523511,2,1,2,79
926,53,11,2HYldH,8,SB53811,2,1,2,60
927,54,11,2HYldH,23,SB542311,2,1,2,84
928,55,11,2HYldH,29,SB552911,2,1,2,78
929,56,11,2HYldH,17,SB561711,2,1,2,75
930,51,12,2HYldH,36,SB513612,2,1,2,75
931,52,12,2HYldH,3,SBCH535,2,1,2,62
932,53,12,2HYldH,22,SB532212,2,1,2,77
933,54,12,2HYldH,26,SB542612,2,1,2,64
934,55,12,2HYldH,11,SB551112,2,1,2,70
935,56,12,2HYldH,13,SB561312,2,1,2,64
936,51,13,2HYldH,1,SBCH815,2,1,2,79
937,52,13,2HYldH,9,SB52913,2,1,2,67
938,53,13,2HYldH,2,SBCH423,2,1,2,56
939,54,13,2HYldH,19,SB541913,2,1,2,79
940,55,13,2HYldH,16,SB551613,2,1,2,82
941,56,13,2HYldH,30,SB563013,2,1,2,67
942,51,14,2HYldH,6,SB51614,2,1,2,68
943,52,14,2HYldH,15,SB521514,2,1,2,55
944,53,14,2HYldH,24,SB532414,2,1,2,80
945,54,14,2HYldH,25,SB542514,2,1,2,63
946,55,14,2HYldH,12,SB551214,2,1,2,74
947,56,14,2HYldH,34,SB563414,2,1,2,62
948,57,9,2HYldW,26,SB57269,2,1,2,56
949,58,9,2HYldW,23,SB58239,2,1,2,68
950,59,9,2HYldW,8,SB5989,2,1,2,71
951,60,9,2HYldW,36,SB60369,2,1,2,58
952,61,9,2HYldW,3,SBCH535,2,1,2,58
953,62,9,2HYldW,22,SB62229,2,1,2,72
954,57,10,2HYldW,1,SBCH815,2,1,2,78
955,58,10,2HYldW,13,SB581310,2,1,2,81
956,59,10,2HYldW,20,SB592010,2,1,2,66
957,60,10,2HYldW,27,SB602710,2,1,2,60
958,61,10,2HYldW,9,SB61910,2,1,2,71
959,62,10,2HYldW,33,SB623310,2,1,2,59
960,57,11,2HYldW,17,SB571711,2,1,2,56
961,58,11,2HYldW,11,SB581111,2,1,2,68
962,59,11,2HYldW,34,SB593411,2,1,2,73
963,60,11,2HYldW,14,SB601411,2,1,2,61
964,61,11,2HYldW,28,SB612811,2,1,2,65
965,62,11,2HYldW,25,SB622511,2,1,2,75
966,57,12,2HYldW,29,SB572912,2,1,2,82
967,58,12,2HYldW,5,SB58512,2,1,2,85
968,59,12,2HYldW,32,SB593212,2,1,2,79
969,60,12,2HYldW,19,SB601912,2,1,2,74
970,61,12,2HYldW,18,SB611812,2,1,2,62
971,62,12,2HYldW,15,SB621512,2,1,2,82
972,57,13,2HYldW,7,SB57713,2,1,2,63
973,58,13,2HYldW,31,SB583113,2,1,2,76
974,59,13,2HYldW,30,SB593013,2,1,2,75
975,60,13,2HYldW,4,SB60413,2,1,2,66
976,61,13,2HYldW,35,SB613513,2,1,2,81
977,62,13,2HYldW,24,SB622413,2,1,2,62
978,57,14,2HYldW,10,SB571014,2,1,2,61
979,58,14,2HYldW,6,SB58614,2,1,2,62
980,59,14,2HYldW,21,SB592114,2,1,2,67
981,60,14,2HYldW,12,SB601214,2,1,2,82
982,61,14,2HYldW,2,SBCH423,2,1,2,61
983,62,14,2HYldW,16,SB621614,2,1,2,57
984,63,9,Border,165,B1000,2,0,2,
985,63,10,Border,166,B1000,2,0,2,
986,63,11,Border,167,B1000,2,0,2,
987,63,12,Border,168,B1000,2,0,2,
988,63,13,Border,169,B1000,2,0,2,
989,63,14,Border,170,B1000,2,0,2,
990,64,9,Border,171,B1000,2,0,2,
991,64,10,Border,172,B1000,2,0,2,
992,64,11,Border,173,B1000,2,0,2,
993,64,12,Border,174,B1000,2,0,2,
994,64,13,Border,175,B1000,2,0,2,
995,64,14,Border,176,B1000,2,0,2,
996,1,15,Border,177,B1000,2,0,3,
997,2,15,Border,178,B1000,2,0,3,
998,3,15,2HYldW,8,SB3815,2,2,3,81
999,4,15,2HYldW,16,SB41615,2,2,3,85
1000,5,15,2HYldW,11,SB51115,2,2,3,85
1001,6,15,2HYldW,4,SB6415,2,2,3,75
1002,7,15,2HYldW,5,SB7515,2,2,3,65
1003,8,15,2HYldW,31,SB83115,2,2,3,65
1004,1,16,Border,179,B1000,2,0,3,
1005,2,16,Border,180,B1000,2,0,3,
1006,3,16,2HYldW,30,SB33016,2,2,3,74
1007,4,16,2HYldW,15,SB41516,2,2,3,70
1008,5,16,2HYldW,28,SB52816,2,2,3,57
1009,6,16,2HYldW,10,SB61016,2,2,3,76
1010,7,16,2HYldW,27,SB72716,2,2,3,73
1011,8,16,2HYldW,35,SB83516,2,2,3,84
1012,1,17,Border,181,B1000,2,0,3,
1013,2,17,Border,182,B1000,2,0,3,
1014,3,17,2HYldW,3,SBCH535,2,2,3,58
1015,4,17,2HYldW,13,SB41317,2,2,3,78
1016,5,17,2HYldW,34,SB53417,2,2,3,79
1017,6,17,2HYldW,6,SB6617,2,2,3,83
1018,7,17,2HYldW,36,SB73617,2,2,3,80
1019,8,17,2HYldW,24,SB82417,2,2,3,82
1020,1,18,Border,183,B1000,2,0,3,
1021,2,18,Border,184,B1000,2,0,3,
1022,3,18,2HYldW,12,SB31218,2,2,3,60
1023,4,18,2HYldW,23,SB42318,2,2,3,64
1024,5,18,2HYldW,7,SB5718,2,2,3,55
1025,6,18,2HYldW,33,SB63318,2,2,3,74
1026,7,18,2HYldW,20,SB72018,2,2,3,73
1027,8,18,2HYldW,14,SB81418,2,2,3,76
1028,1,19,Border,185,B1000,2,0,3,
1029,2,19,Border,186,B1000,2,0,3,
1030,3,19,2HYldW,22,SB32219,2,2,3,71
1031,4,19,2HYldW,32,SB43219,2,2,3,55
1032,5,19,2HYldW,29,SB52919,2,2,3,78
1033,6,19,2HYldW,2,SBCH423,2,2,3,70
1034,7,19,2HYldW,9,SB7919,2,2,3,79
1035,8,19,2HYldW,21,SB82119,2,2,3,58
1036,1,20,Border,187,B1000,2,0,3,
1037,2,20,Border,188,B1000,2,0,3,
1038,3,20,2HYldW,25,SB32520,2,2,3,80
1039,4,20,2HYldW,1,SBCH815,2,2,3,77
1040,5,20,2HYldW,18,SB51820,2,2,3,74
1041,6,20,2HYldW,17,SB61720,2,2,3,85
1042,7,20,2HYldW,26,SB72620,2,2,3,55
1043,8,20,2HYldW,19,SB81920,2,2,3,77
1044,9,15,2HYldQ,34,SB93415,2,1,3,63
1045,10,15,2HYldQ,7,SB10715,2,1,3,59
1046,11,15,2HYldQ,8,SB11815,2,1,3,59
1047,12,15,2HYldQ,22,SB122215,2,1,3,57
1048,13,15,2HYldQ,25,SB132515,2,1,3,63
1049,14,15,2HYldQ,4,SB14415,2,1,3,77
1050,9,16,2HYldQ,32,SB93216,2,1,3,82
1051,10,16,2HYldQ,5,SB10516,2,1,3,70
1052,11,16,2HYldQ,29,SB112916,2,1,3,79
1053,12,16,2HYldQ,2,SBCH423,2,1,3,65
1054,13,16,2HYldQ,19,SB131916,2,1,3,61
1055,14,16,2HYldQ,6,SB14616,2,1,3,72
1056,9,17,2HYldQ,11,SB91117,2,1,3,59
1057,10,17,2HYldQ,28,SB102817,2,1,3,85
1058,11,17,2HYldQ,23,SB112317,2,1,3,66
1059,12,17,2HYldQ,9,SB12917,2,1,3,63
1060,13,17,2HYldQ,12,SB131217,2,1,3,58
1061,14,17,2HYldQ,31,SB143117,2,1,3,58
1062,9,18,2HYldQ,18,SB91818,2,1,3,82
1063,10,18,2HYldQ,16,SB101618,2,1,3,76
1064,11,18,2HYldQ,13,SB111318,2,1,3,57
1065,12,18,2HYldQ,24,SB122418,2,1,3,60
1066,13,18,2HYldQ,33,SB133318,2,1,3,72
1067,14,18,2HYldQ,10,SB141018,2,1,3,81
1068,9,19,2HYldQ,3,SBCH535,2,1,3,74
1069,10,19,2HYldQ,21,SB102119,2,1,3,64
1070,11,19,2HYldQ,30,SB113019,2,1,3,71
1071,12,19,2HYldQ,36,SB123619,2,1,3,59
1072,13,19,2HYldQ,17,SB131719,2,1,3,73
1073,14,19,2HYldQ,20,SB142019,2,1,3,83
1074,9,20,2HYldQ,26,SB92620,2,1,3,60
1075,10,20,2HYldQ,27,SB102720,2,1,3,85
1076,11,20,2HYldQ,35,SB113520,2,1,3,70
1077,12,20,2HYldQ,15,SB121520,2,1,3,79
1078,13,20,2HYldQ,14,SB131420,2,1,3,76
1079,14,20,2HYldQ,1,SBCH815,2,1,3,77
1080,15,15,2HYldS,7,SB15715,2,2,3,61
1081,16,15,2HYldS,12,SB161215,2,2,3,77
1082,17,15,2HYldS,31,SB173115,2,2,3,85
1083,18,15,2HYldS,14,SB181415,2,2,3,79
1084,19,15,2HYldS,29,SB192915,2,2,3,85
1085,20,15,2HYldS,22,SB202215,2,2,3,75
1086,15,16,2HYldS,28,SB152816,2,2,3,76
1087,16,16,2HYldS,15,SB161516,2,2,3,59
1088,17,16,2HYldS,32,SB173216,2,2,3,79
1089,18,16,2HYldS,34,SB183416,2,2,3,57
1090,19,16,2HYldS,36,SB193616,2,2,3,65
1091,20,16,2HYldS,30,SB203016,2,2,3,83
1092,15,17,2HYldS,9,SB15917,2,2,3,59
1093,16,17,2HYldS,6,SB16617,2,2,3,64
1094,17,17,2HYldS,10,SB171017,2,2,3,56
1095,18,17,2HYldS,33,SB183317,2,2,3,70
1096,19,17,2HYldS,16,SB191617,2,2,3,67
1097,20,17,2HYldS,27,SB202717,2,2,3,58
1098,15,18,2HYldS,1,SBCH815,2,2,3,61
1099,16,18,2HYldS,4,SB16418,2,2,3,60
1100,17,18,2HYldS,17,SB171718,2,2,3,64
1101,18,18,2HYldS,24,SB182418,2,2,3,82
1102,19,18,2HYldS,35,SB193518,2,2,3,85
1103,20,18,2HYldS,3,SBCH535,2,2,3,55
1104,15,19,2HYldS,5,SB15519,2,2,3,63
1105,16,19,2HYldS,25,SB162519,2,2,3,79
1106,17,19,2HYldS,23,SB172319,2,2,3,65
1107,18,19,2HYldS,13,SB181319,2,2,3,73
1108,19,19,2HYldS,18,SB191819,2,2,3,67
1109,20,19,2HYldS,21,SB202119,2,2,3,65
1110,15,20,2HYldS,19,SB151920,2,2,3,72
1111,16,20,2HYldS,2,SBCH423,2,2,3,70
1112,17,20,2HYldS,20,SB172020,2,2,3,73
1113,18,20,2HYldS,8,SB18820,2,2,3,56
1114,19,20,2HYldS,26,SB192620,2,2,3,74
1115,20,20,2HYldS,11,SB201120,2,2,3,64
1116,21,15,2HYldAA,10,SB211015,2,1,3,62
1117,22,15,2HYldAA,29,SB222915,2,1,3,81
1118,23,15,2HYldAA,18,SB231815,2,1,3,68
1119,24,15,2HYldAA,16,SB241615,2,1,3,70
1120,25,15,2HYldAA,22,SB252215,2,1,3,61
1121,26,15,2HYldAA,4,SB26415,2,1,3,70
1122,21,16,2HYldAA,11,SB211116,2,1,3,57
1123,22,16,2HYldAA,1,SBCH815,2,1,3,61
1124,23,16,2HYldAA,31,SB233116,2,1,3,68
1125,24,16,2HYldAA,7,SB24716,2,1,3,74
1126,25,16,2HYldAA,3,SBCH535,2,1,3,77
1127,26,16,2HYldAA,6,SB26616,2,1,3,84
1128,21,17,2HYldAA,26,SB212617,2,1,3,65
1129,22,17,2HYldAA,9,SB22917,2,1,3,66
1130,23,17,2HYldAA,25,SB232517,2,1,3,66
1131,24,17,2HYldAA,35,SB243517,2,1,3,66
1132,25,17,2HYldAA,14,SB251417,2,1,3,65
1133,26,17,2HYldAA,28,SB262817,2,1,3,83
1134,21,18,2HYldAA,20,SB212018,2,1,3,58
1135,22,18,2HYldAA,13,SB221318,2,1,3,70
1136,23,18,2HYldAA,5,SB23518,2,1,3,67
1137,24,18,2HYldAA,24,SB242418,2,1,3,85
1138,25,18,2HYldAA,15,SB251518,2,1,3,64
1139,26,18,2HYldAA,32,SB263218,2,1,3,57
1140,21,19,2HYldAA,12,SB211219,2,1,3,65
1141,22,19,2HYldAA,33,SB223319,2,1,3,76
1142,23,19,2HYldAA,34,SB233419,2,1,3,80
1143,24,19,2HYldAA,21,SB242119,2,1,3,84
1144,25,19,2HYldAA,30,SB253019,2,1,3,58
1145,26,19,2HYldAA,2,SBCH423,2,1,3,80
1146,21,20,2HYldAA,17,SB211720,2,1,3,68
1147,22,20,2HYldAA,27,SB222720,2,1,3,66
